reference,generated
සමහර දවස්වලට වෙන පොඩි පහේ පොරක් වැඩ බැලුව. ඒත් මං පස්සෙ කියන්න යන කාරණයක් නිසා ඒ සෙකන්ඩ් ඉන්,සමඹආර දවස්වලට ටෙන රොඩ්‌ රගේ රොරක්‌ වැඩ බැලුව. එත්‌ මං ඊඩඩසේ කියන්න යන කාරණයක්‌ නිසා ඒ සෙකන්ඩි ඉන්‌
අපි ඉස්කෝලෙ යන කාලෙ ඉදන්ම සෙට් වෙච්ච ගෙයක් තියෙනව ඒ බඩා ගෙ ගෙදර.,අපි ඉස්කෝලෙ යන කාලෙ ඉදන්ම සෙට්‌ වෙච්ච ගෙයක්‌ තියෙනව ඒ බඩා ගෙ ගෙදර.
නැටුම් වතුර බෝතලය තනියම ගැනීම තරමක අසීරු වැඩක් බැවින් අහල පහල පදිංචි මිතුරන්,නැටුම්‌ වතුර බෝතලය තනියම ගැනීම තරමක අසීරු වැඩක්‌ බැවින්‌ අහල පහල පදිංචි මිතූරන්‌
ඉතිහාසයේ කිසිදු දිනක පාසල් ක්රිකට් පිලක් සමඟ පාසල් නියෝජිතයින් දෙදෙනෙකු,ඉතිහාසයේ කිසිදු දිනක රාසලි ක්‍රිකටි රිලුක්‌ සමඟ පාසලි නියෝරීතයින්‌ දදෙනෙකූ
එහි අධ්යක්ෂ ජනරාල් ලක්ෂ්මි ජයවර්ධන හිරු ප්රවෘත්ති අංශයට සඳහන් කළේ පැමිණිලිකාර,වගි අධියක්ෂ ජනරාලි ලක්ෂ්මි ජයවර්ධන ගිරු ඊරවෘන්ති අංශයට සඳහන්‌ කළි රැමිණිලිකාර
මේ පුද්ගලයා මට හමු වන්නේ 1994 වසරේදී මා මාතලේ රෝහලේ සේවය කල කාලයේදීය.,මේ පුද්ගලයා මට හමු වන්නේ 1904 වසරේදී මා මාතලේ රෝහලේ සේවය කලු කාලයේදීය.
අද ජනරජ දිනය බව බොහෝ දෙනකුට අමතක ය. කෙසේ වුවත් අද,අද ජනරජ දිනය බව බොහෝ දෙනකුට අමතක ය. කෙසේ වුවත්‌ අද
හරිම පැහැදිලියි.මමත් ඒ පිළිබඳව ගවේෂණය කරපු කෙනෙක් . ඔබ දරණ මතය ට,හරිම පැහැදිලියි.මමත්‌ ඒ පිළිබඳව ගවේෂණය කරපු කෙනෙක්‌ . ඔබ දරණ මතය ට
“අපිට විරුද්ධව කයිට්ස් මහාධිකරණයේ නඩුවක් තියෙනවා. හොරකමක්,“අපිට විරුද්ධව කයිටිස්‌ මහාධිකරණයේ නඩුවක්‌ තියෙනවා. හොරකමක්‌
"ජැක්සන් සර්ව අපිට නැති වුණ එක අපේ රටේ කලාවට, සිනමාවට විතරක්","ජැක්සන්‌ සර්ව අපිට නැති වුණ එක අපේ රටේ කලාවට, සිනමාවට විතරක්‌"
ඉහත සිදුවීම සිදු වී දින කිහිපයක් යන තෙක්ම සිතේ කිසියම් තිගැස්මක්,ඉහත සිදුවීම සිදු වී දින කිහිපයක්‌ යන තෙක්ම සිතේ කිසියම්‌ තිගැස්මක්‌
උඹ ගාල්ලෙ ආවනෙ. නමෙන් ඇවිත් ඔයට ටිකමගේ මූනට කියපං. ? ගාල්ලෙ ඉදපු අය දන්නවා ඇත්තට උනේ මොකද්ද කියලා. :.,"ළි] [11119 11502]. 10512] £අ/£]5] 01050] වු2121011] ඒ] ස1(56501, ? [111[10[9 නුද්ජු (5 දනව්‌] 12151] ළෲ] 0£)1කාද්්‍රි ස105[2]. :."
"ඇත්තටම ගොඩාක් පින් හරේන්ද්‍ර මල්ලියේ ඔයාටත් ,අලුත් සොයාගැනීමක් සොයාගත්","ඇත්තටම ගොඩාක්‌ පින්‌ හරේන්ද්‍ර මලිලියේ ඔයාටත්‌ ,අලුත්‌ සොයාගැනීමක්‌ සොයාගත්‌"
"වල නියම සම්භවය නොදන්නේ වුවද ,ආසියාතික ප්රදේශ වල ඇති","වල නියම සම්භවය නොදන්නේ වුවද ,ආසියාතික ප්රදේශ වල ඇති"
අවුරුදු හය හමාරක් හිටපු පාසලට යන්න උනා උපහාර උලෙලකට. නිශාන්ති සහෝදරිය සහ,අවුරුදු හය හමාරක්‌ හිටපු පාසලට යන්න උනා උපහාර උලෙලකට. නිශාන්ති සහෝදරිය සහ
ලංකාවේ තාරුණ්ය වැඩි වශයෙන් තම අදහස් ප්රකාශ කිරීමට යොදාගන්නේ සමාජ,ලංකාවේ තාරුණ්ය වැඩි වශයෙන්‌ තම අදහස්‌ ප්රකාශ කිරීමට යොදාගන්නේ සමාජ
මිනිස්සු මොන කතා කිව්වත් ජීවිතේ සරලව ලස්සනට ගෙනියන පවුලක්. මම පාවිච්චි කරන කාලේ,මිනිස්සු මොන කතා කිව්වත්‌ ජීවිතේ සරලව ලස්සනට ගෙනියන පවුලක්‌. මම පාවිච්චි කරන කාලේ
එහිදී ඔවුන්ගේ අනාගත දේශපාලනය පිලිබඳව දීර්ඝ ලෙස අදහස් හුවමාරු වී,එහිදී ඔවුන්ගේ අනාගත දේශපාලනය පිලිබඳව දීර්ඝ ලෙස අදහස්‌ හුවමාරු ථී
"මෙම ක්රමය යොදා ගනු ලබන්නේ පැඟිරි වර්ගයේ පලතුරු (ලෙලි සහිත පලතුරු), ඇන්ජෙලිකා සහ","මෙම ක්රමය යොදා ගනු ලබන්නේ පැඟිරි වර්ගයේ පලතුරු (ලෙලි සහිත පලතුරු), ඇන්ජෙලිකා සහ"
මෙහෙනං පහුගිය දවස් වල 50.4 තිබුණා කියලා පත්තරේ දාලා තිබුණා.,මෙහෙනං පහුගිය දවස්‌ වල 50.4 තිබුණා කියලා පත්තරේ දාලා තිබුණා.
ඔන්න දැන්නම් අපි කන්ද මුදුනටම ඇවිත් තියෙන්නේ. අවට හරිම ලස්සනයි. ගොඩාක් දුරට,ඔන්න දැන්නම්‌ අපි කන්ද මුදුනටම ඇවිත්‌ තියෙන්නේ. අවට හරිම ලස්සනයි. ගොඩාක්‌ දුරට
,
මේ පෙරළියත් සමගම පෙන්සිල්වේනියාවේ ආර්ථිකය උඩු යටිකුරු වූයේ,මේ පෙරළියත්‌ සමගම පෙන්සිල්වේනියාවේ ආර්ථිකය උඩු යටිකුරු වූයේ
තමන්ගෙ පෙම්බරියට හෝ පෙම්බරාට රත්තරන් කියල අමතන එක කාලාන්තරයක් පුරා,තමන්‌ගෙ පෙමිබරියට හෝ පෙම්බරාට රත්තරන්‌ කියල අමතන එක කාලාන්තරයක්‌ පුරා
"10. කුරුණෑගල තවත් චතුෂ තුෂර කුමාර කෙනෙකි. ඔහු ""දයාසිරි ලස්සනට සින්දු කියන","10. කුරුණෑගල තවත්‌ චතුෂ තුෂර කූමාර කෙනෙකි. ඔහු ""දයාසිරි ලස්සනට සින්දු කියන"
"""චතු ආර්ය සත්‍යය"" යනුවෙන් අදහස් කර ඇත්තේ, ආර්ය වූ ප්‍රඥාවෙන්","""චතු ආර්ය සත්‍යය"" යනුවෙන්‌ අදහස්‌ කර ඇත්තේ, ආර්ය වූ ප්‍රඥාවෙන්‌"
මේ ගැන කරපු පරීක්ෂණ උපයෝගී කරගෙන රාත්තල් 5 ක් පමණ,මේ ගැන කරපු පරීක්ෂණ උපයෝගී කරගෙන රාත්තල්‌ 5 ක්‌ පමණ
"“සමලිංගික පව කෝට්ටේ රාජධානිය පුරා පැතිර ඇති අතර, මෙහි ජීවත් වීම","“සමලිංගික පව කෝට්ටේ රාජධානිය පුරා පැතිර ඇති අතර, මෙහි ජීවත්‌ වීම"
