reference,generated
ஐயந ன்எண்ணக்கண்ட படத்தன் இதஅரவந்த கர்த்தவன்மப ல் இப்பதமற வட்டத ஆனல்கட சஇடம் அந்தம தனத்தச்சற்றஉள்ளத,ஐயந ன்எண்ணக்கண்ட படத்தன் இதஅரவந்த கர்த்தவன்மப ல் இப்பதமற வட்டத ஆனல்கட சஇடம் அந்தம தனத்தச்சற்றஉள்ளத
மன்னள்ஜன தபதகள்உலவலஉடப்பதஎங்களக்கத்த ரயம்,மன்னள்ஜன தபதகளஉலவல்உட்பபதளங்கள்க்கத்த ரயம்
நான் விரும்பிய கூட அதை விட்டு கொடுக்க முடியவில்லை ஆனால் அந்த ஒப்பந்தம் இருந்தது,நான் விரும்பிய கூட அதை விட்டு கொடுக்க முடியவில்லை ஆனால் அந்த ஒப்பந்தம் இருந்தது
நீங்கள் தயகம்சய்தீர்கள் ஒரக ரணத்தற்ககஉங்கள்உடல்,நீங்கள தயகமசயத்ரகள் ஒரக ரணததறக்கஉங்களஉடல்
யங் இதபன்றசழல்கள்ல நங்கஇதபகவ டவதன்னசல்றதஇல்ல,யங் இதபனறசழல்களல் நங்கஇத்தகவு டவதனனசலறதஇல்ல
இதஒன்றக்கமற்பட்டநபர்கள எடக்கம் அந்த கட்சயகணக்கடவதற்க நன்உங்களக்கச ல்கறன்,இதஒன்றக்கமறபட்டந்பர்கள் எடக்கம் அந்த கடசயகணக்கடவதற்க நனஉங்களக்கச லகறன
நன்ச ய்தஇந்தடப் ஒரக ப்பறதகள்கஎன்றல் நீங்கள்வண்டம்,நனச யதஇந்தடப ஒரக பபறதகளகளைறல நீங்களவண்டம
அப்படயல்ல நன் உன்ன இன்னர பயற்சயளரஎடத்தக்கமடயம்,அப்படயல்ல நன உனன இனனர பயறசயளர்டத்தககமடயம
நீங்கள் உண்மயல்ஒர நட்சத்தரமகஇரக்கவ ரம்பகறீர்கள,நங்கள் உணமயல்ஒர நடசததரமகஇரக்கவ ரமபகற்ரகள
மீண்டம்உன்கட ம்பத்தடம் உன்னஅழத்தச்சன்ற ல்பதம,மணடமஉனகட மபததடம் உனனஅழததசசன்ற லபதம
ஒவ்வரமற யம்எஸ்பப படம்பதம் ரஜனபர ம்பலம்நடந்தட்டஇரப்பர,ஒவ்வரமற் யம்எஸ்ப்ப படம்பதம் ரஜனபர் மபலமநடந்தட்டஇரப்பர்
அதனலஎப்பவமரத்த ர வனத்தலவடக்ககண்டப்படக்கலம்,அதனல்எப்பவமரதத ர வனததல்வடக்கண்டப்படக்கலம்
நம் உறவம டந்ததனஉணரச்சய்ய இப்படதனநன் அறயவ ண்டம்,ரம உறவம் டந்ததன்உணரச்ச்யய இப்படதனநன அறயவ ணடம
நீங்கள் யரவதபயர ல்தட்டச்சசய்யம்ப த பறந்தத த,நீங்கள் யரவதபயர லதட்டசசசயயம்ப த பறந்தத த
நீங்கள் என்ன நனக்கறீர்கள்பண் இல்ல வகயனந ன்பரங்கள்,நீங்கள் என்ன நனக்கறீர்களபண இல்ல வகயனந னபரங்கள
அப்புறோம் அவ கிட்ட நான் அங்க வேல செய்யலன்னு சொல்லு என்னை பத்தி,அப்புறோம் அவ கிட்ட நான் அங்க வேல செய்யலன்னு சொல்லு என்னை பத்தி
நீங்கள் சகரத்தகற்களல் எனக்க ஒரபதய ஒன்றஉரவக்கங்கள்,நீங்கள் சகரதத்தற்களல் எனக்க ஒரபதய ஒன்றஉரவக்கங்கள
பச்சவர்த்தநடத்தவததன் மகச்ச றந்தவழ என்றநனக்க றன்,பசசவரததநடததவததன மகசச றநதவழ எனறநனகக றன
வலக்கப்பறக இந்தம ட்டள்களடன்நன்ஒரபதம் பழகயதல்ல,வலக்கப்பற்க இந்தம் டடளகளடனநனஒரபதம் பழகயதல்ல
