reference,generated
ஃபர்ட்ட ர்லங்க்டனல்நடந்ததபல மீண்டம்நடக்கமலரக்கணம்,ஃபர்ட்டர்லங்க்டனல்நடந்ததபல மீண்டம்நடக்கமலரக்கணம்
டக்டர்அவரஇன்னம்கற்றத்தர்ந்த டக்டரடம்அழ த்தசல்ல சன்னர்,டக்டர்அவரஇன்னம்கற்றத்தர்ந்த டக்டரடம்அழத்தசல்ல சன்னர்
என்னக்க ப்படலம் ஏன்ன எனக்க மனதர்களட உட்கர்ந்தஅரட்டஅடப்பதல்லம்ரம்பபடக்கம்,என்னக்க ப்படலம் ஏன்ன எனக்க
நன்ஒரஹட்டல்வயட்டர்என்றஅவர் சன்னததர ந்தரக்கலம்இல்லய,நன்ஒரஹட்டல்வயட்டர்என்றஅவர் சன்னததர ந்தரக்கலம்இல்லய
இத்தரப்படபடப்படப்பன்பதஎந்த வலங்ககளம்தன்பறத்தபடவல்ல,த்தரப்படபடப்படப்பன்பதஎந்த வலங்ககளம்தன்பறத்தபடவல்ல
பதமகங்கள்ஒரதயரப்பக்கபத்தணர்வ கண்டவர வர்கள்,பதமகங்கள்ஒரதயரப்பக்கபத்தணர்வ கண்டவர வர்கள்
நவக்கபள்ளக்கடம்அமரக்க வல இன்னம்நல்லஇரக்கம் இல்ல,நவக்கபள்ளக்கடம்அமரக்க வல
எனல்நீங்கள்அன வரடமம்இரந்த தள்ளயரக்கவண்டம் மன்,எனல்நீங்கள்அன வரடமம்இரந்த தள்ளயரக்கவண்டம் மன்
பதமழ சம் டன் சப்பசப்பம் மட்டயம்கட்டஅடச்சர க்க,பதமழ சம் டன் சப்பசப்பம் மட்டயம்கட்டஅடச்சர க்க
ஏன்னஉன்னஅடத்ததநன்எப்பபர்க்க மடயம்னஎனக்கத்தரயல,ஏன்னஉ
அவர்கள் தடர்பதண்டக்கப்படஏதவதக ரணம்இர க்கம்,அவர்கள் தடர்பதண்டக்கப்படஏதவதக ரணம்இரக்கம்
நன்த ன்தகடகளல்கறப்ப கள்எழதனன் மற்றம்ஒட்டவதற்கஉதவன ன்,நன்த ன்தகடகளல்கறப்ப கள்எழதனன் மற்றம்ஒட்டவதற்கஉதவனன்
அதல பரச்சயடயதஎன மக்களக்கத்தர யவண்ட ம்என்பதற்கக,அதல பரச்சயடயதஎன மக்களக்கத்தர யவண்டம்என்பதற்கக
அந்த சவர்மட்டமசயல்படத்தகறத பறக்கணக்கஎங்களக்க,அந்த சவர்மட்டமசயல்படத்தகறத பறக்கணக்கஎங்களக்க
இவஅனத்தயம்அரசங்கம்அறந்தரந்ததஎன்பதஉங்களக்கத்தரயம்,இவஅனத்தயம்அரசங்கம்அறந்தரந்ததஎன்பதஉங்களக்கத்தரயம்
நன்வ ரம்பம்அளவக்கமட்டள்இல்ல நன்உங்களஏமற்றகறன்ஐய,நன்வ ரம்பம்அளவக்கமட்டள்இல்ல நன்உங்களஏமற்றகறன்ஐய
பகப்படப்பதத்தவர நீங்கள் ஆரக்கயமகஇரக்கறீர்கள்,பகப்படப்பதத்தவர நீங்கள் ஆரக்கயமகஇரக்கறீர்கள்
ஒரமனதர்தன் மட்ட ம்இவ்வளவஉறஞ்சக் கள்ளக்கடம்,ஒரமனதர்தன் மட்டம்இவ்வளவஉறஞ்சக் கள்ளக்கடம்
ஏன் நன்அவர்ஐர ப்பயஅல்லத ஏதவதஇர க்கம்என்றநனத்தன் எனக்க தரயத,நன்அவர்ஐர ப்பயஅல்லத ஏதவதஇர க்கம்என்றநனத்தன் எனக்க தரயத
அவர்கள் மீண்டம்மீண்டம்நம்மமீண்ட ம்தக்கவர்கள்,அவர்கள் மீண்டம்மீண்டம்நம்மமீண்டம்தக்கவர்கள்
சர நீங்கசய்வதப்பர்க்கம்பத நீங்க ரம்பத ரயசலன்னநன்நனக்கறன்,சர
என் சத்தத்தஉன்நரம்பகளல்ஊற்ற நன்ம கவம்வரம்பகறன்,என்
கறஸ் நீங்கள்என்னநனவல் வத்தரப்பதல்மகழ்ச்சஅடகறன்,கறஸ் நீங்கள்என்னநனவல் வத்தரப்பதல்மகழ்ச்சஅடகறன்
