reference,generated
கயகஎட்டபள்ள யல்வற்றபறவ ர்கள் என்றச ல்கறன்,கயகஎட்டபள்ள பல்வற்றபறவர்கள் என்றசல்கறன்
அறவயல்அண யரபரந்தஒல பரப்ப க்கண்டரந்தத அங்க,அறவயல்அண யரபரந்தஒல பரப்ப க்கண்டரந்தத அங்க
என் அம்மஎப்படஇரப்பங்கன்ன கடஎனக்கமறந்தடச்ச,என் அம்மஎப்படஇரப்பங்கன்ன கடஎனக்கமறந்தடச்ச
அங்கர பர்ட்டர்களம் பகப்படம்எடப்பவர்களம் வரவங்கன்னநீங்கதனசன்னீங்க அதட,அங்கர பர்ட்டர்களம் பகப்படம்எடப்பவர்களம் வரவங்கன்னநீங்கதனசன்னீங்க அதட
தரயத ஒரவள எனத கடசகட தம்வரத்தப்படத்தயரக்கம்,தரயத ஓரவள எனத கடசகட தம்வரத்தப்படத்தயரக்கம்
ஸ்கர்லகபத டலஸ்வரகறத அவரகண்டபடக்ககல்லப்படம்அலககள்அனப்பனர்,ஸ்கர்லகபத டலஸ்வரகறத அவரகண்டபடக்ககல்லப்படம் அலககள்அனப்பனர்
ஆமம் வ ல்ஃபர்டஉங்களக்கநன்கதரய ம் தர கர்டஸ்எவர ட்,ஆமம் வ ல்ஃபர்டஉங்களக்கநன்கதரயம் தர கர்டஸ்எவர ட்
அவர் சமீபத்தல்எங்கள்நத னமனதட்டத்தல்சர்ந்தர்,அவர் சமீபத்தல்எங்கள்நத னமனதட்டத்தல்சர்ந்தர்
வக்கப்பட்டச தனயகடந்தவட்டதல்ஆபரஹமக்கவகமதஅளக்கப்பட்டத,வக்கப்பட்டச தனயகடந்த வட்டதல்ஆபரஹமக்கவகமத அளக்கப்பட்டத
ரம்பம க்கயமனத நீங்க ஆயதங்கள பதகப்பவக்கணம்,ரம்பம க்கயமனத நீங்க ஆயதங்கள பதகப்பவக்கணம்
வரக ளங்கள் நம் நமடங்கள்கடத்ததநன்நீங்கள்மீண்டம் உங்கள்இடகயல்வண்ட ம்,வரக எங்கள் நம் நமடங்கள்கடத்ததநன்நீங்கள்மீண்டம் உங்கள்இடகயல்வண்ட ம்
ஒரச லநட்களக்கமன்பநன்எங்கரந்தன்என்றஅவரடம்சன்னன்,ஓரச லநட்களக்கமன்பநன்எங்கரந்தன்என்றஅவரடம்சன்னன்
அவர் இன்றஒரமபல்பன்வத்தரக்க வண்டம் சந்தயல்வழங்க,அவர் இன்றஓரமபல்பன்வத்தரக்க வண்டம் சந்தயல்வழங்க
நன்உங்களநம்மதயககற்றஉணர்ச்சயடன்அனமதக்கவண்டம்என்றநனக்க றன்,நன்உங்களநம்மதயக்கற்றஉணர்ச்சயடன் அனமதக்கவண்டம் என்றநனக்க றன்
அவர் உங்கள் மீதவ டமல்வடநீங்கள்மலம்தர யம்கரத வதககறனர்,அவர் உங்கள் மீதவ டமல்வடநீங்கள்மலம்தர யம்கரத வதக்கறனர்
பரன்ஸ்டரன்அழகற ள் உங்கள் தந்த வ றஒன்றம்இல்ல,"வ
பரன்ஸ்டரன்அழகற ள் உங்கள் தந்த வ றஒன்றம்இல்ல"
அந்த அணயல்இர க்கம்நபர்களப்பத்த எனக்கநல்லஅப ப்பரயம்இல்ல,அந்த அணயல்இர க்கம்நபர்களப்பத்த எனக்கநல்லஅபப்பரயம்இல்ல
கமக்வள யீட்டளரனஜவட்டல் தஹீரவசதனத கக்கவ ற்றர்,கமக்வள யீட்டளரனஜவட்டல் தஹீரவசதனத கக்கவ ற்றர்
தனதப ற்றரன்இறதச்சடங்கற்கதன்னக்கட்ட மடயதஅளவ ற்க,தனதபற்றரன்இறதச்சடங்கற்கதன்னக்கட்ட மடயத அளவற்க
